Na	K	Ca	Mg	C(4)	Alkalinity_CO3_2	S(6)_SO4_2	Cl	Fe	F	Si_SiO2	pH
0.287812797	0.436028033	1.543770556	1.963863694	2.273653217	0.830173404	0.035497622	0.487711015	0.036848599	0.036904974	1.841748442	6.861869975
0.079578481	0.676516615	0.61198007	0.810017616	1.831734567	0.792386278	0.111156382	0.262725382	0.006307539	0.050645559	4.566479866	7.939589304
0.063806695	1.847568826	0.531096041	2.249313025	2.126926868	1.560484647	0.039599879	0.063254664	0.006284526	0.144865807	1.193137178	9.305540151
0.128674347	1.5530716	2.003315297	0.535445116	2.931053034	0.847549399	0.079466233	0.16004008	0.011155254	0.02666206	1.865350972	7.688446085
0.231127995	1.333157535	1.351080079	0.366611677	3.076916132	1.773789786	0.040783399	0.151314328	0.026468593	0.070703308	1.89632975	8.892410011
0.066662658	2.548376967	1.345274005	0.931603468	3.011289064	0.766692595	0.047855616	0.288336686	0.011412879	0.028449839	1.420402227	6.409109682
0.264584135	1.573964892	0.550415648	1.238861394	4.164667316	0.617679237	0.079250789	0.097295073	0.017253645	0.155905119	1.837990289	6.665505202
0.147058606	1.557487311	0.844707533	0.98950932	3.044904522	0.719856609	0.1376792	0.100229609	0.010088668	0.046585421	3.080681914	5.227515437
0.310440778	1.649361373	0.447417287	0.94697928	2.275623911	1.461737693	0.056301417	0.106093093	0.132200496	0.118112975	3.177065012	6.130215663
0.120932574	0.416568213	0.666016035	2.954943173	2.066933072	1.010310762	0.092997266	0.105421011	0.059954247	0.079931991	3.189935161	6.250368743
0.213677263	2.023558809	0.484421884	0.531790917	2.265168622	2.02277416	0.054964273	1.357153921	0.024683485	0.04848037	1.778398393	9.022517294
0.048262306	0.424245224	0.855617322	0.408208818	4.435316336	1.377743792	0.132597021	1.683095694	0.145971905	0.071657116	1.246146737	7.449853953
0.383948046	1.36077044	0.994520882	0.228905966	2.405126698	2.04315656	0.103901352	0.389518164	0.151756516	0.016461317	2.861228615	8.778777636
0.38310832	0.44286199	2.993683926	0.233802558	4.214972442	0.671215631	0.098646472	0.79243896	0.099644944	0.041106685	1.184128158	7.743113327
0.103021184	0.616238743	0.585803827	4.229520625	3.628890468	0.727153594	0.080898783	0.068187878	0.052113005	0.061986395	1.191096206	7.532219035
0.050118795	2.536629753	1.420308308	1.13993273	2.811749011	1.871551266	0.057769715	0.1184883	0.006885281	0.088792976	1.285307334	5.061978327
0.055303888	1.547385179	0.8172182	0.901989648	4.517854446	0.649503966	0.036619482	0.610732521	0.083208003	0.018721374	2.205455222	5.526575168
0.549073279	0.490653474	0.417197644	0.779697626	4.000488241	1.951951861	0.064685459	0.402683303	0.050190238	0.04430709	2.710903967	6.036067451
0.179146131	0.349261651	0.698470543	4.682849957	2.454970498	0.949980642	0.047422485	0.859461428	0.0224979	0.046792139	1.210987929	5.513738663
0.105418929	0.810456973	1.901819341	0.220122245	3.85156603	0.898507391	0.043425584	0.259787738	0.04864326	0.047086014	3.386322051	5.395074797
0.174530279	0.500336619	0.478542472	0.434113408	4.351620516	1.837513331	0.044266596	1.818292519	0.008220391	0.02233768	1.924516623	5.25013958
0.334660439	3.066756077	0.834100839	0.317126976	2.844532134	1.218108114	0.060539123	0.052030103	0.026277904	0.036745136	2.810321595	7.996241392
0.467820607	0.451390613	3.371313098	0.845376842	3.718287926	0.876773794	0.112458618	0.196395369	0.023872727	0.15099664	1.415155649	7.425042744
0.225595519	1.528280939	0.530889226	1.475190045	4.084231631	1.933246492	0.057898208	0.427077913	0.161467863	0.030672997	1.201794845	5.160101655
0.048652426	0.361645454	1.320294462	0.673392467	6.115775118	0.722989651	0.041322126	0.108338124	0.073779212	0.154613324	2.03704014	7.869334874
0.143726477	0.606561704	1.007650143	0.895467544	5.487894852	1.770619259	0.099064834	0.451834321	0.018932926	0.067899985	1.44782671	5.253950687
0.182463384	0.623140777	0.584235091	0.519338108	5.646384362	1.477978959	0.049162979	0.136834813	0.040624129	0.06972483	2.709552719	6.396860359
0.151625641	0.821203253	1.085295174	2.051134315	4.209363342	0.631567418	0.128113897	0.489072485	0.163129686	0.067697936	2.374403439	7.065877611
0.191461856	0.947551506	0.925766696	1.725927739	4.170534144	1.304971662	0.066944635	0.478420209	0.017912355	0.192589147	2.395657679	6.486959315
0.088052577	1.021773772	0.644098847	1.434310246	6.559472751	0.792276016	0.053058395	0.446061071	0.010227037	0.018410984	1.455779498	8.156329617
0.106610583	1.736582527	1.528683007	0.197067357	2.821460018	0.644483231	0.088731348	0.117968077	0.077597504	0.034688147	5.259682394	9.195293459
0.213241256	0.683303484	4.835943679	1.107785415	2.435420796	0.785331845	0.067619689	1.172097113	0.010304553	0.037375035	1.282786724	8.869762172
0.162226921	0.461276598	1.806284526	4.254713352	3.486626285	1.085926085	0.071947981	0.142975171	0.006429294	0.035930688	1.279584494	5.913097555
0.478259101	0.770364254	0.912054755	0.21368755	3.145018519	2.587167641	0.153600801	0.09215759	0.069935693	0.093491453	4.299718194	7.323160445
0.353908705	3.428530689	0.915604871	0.319706055	4.06769039	1.100195995	0.077372983	0.574496675	0.220551083	0.077903663	1.742060353	8.299387491
0.308991076	0.437096476	1.4905534	0.501319478	3.044234701	0.850291786	0.050760762	0.078376979	0.013792654	0.1140997	6.132603055	5.434285521
0.17062093	0.457718345	1.025222581	0.371727751	3.49465297	2.39854212	0.131327491	0.866727674	0.083758685	0.04509417	4.135724343	9.304689934
0.07337648	2.490077262	1.995113913	0.199077823	4.605885492	1.628140869	0.108860019	0.219719273	0.107056121	0.026004934	1.805111148	8.017469606
0.157520707	0.4545092	3.647381812	0.502182847	3.834334743	2.505842315	0.05469649	0.367090055	0.013528695	0.048341178	1.709401215	5.742306048
0.092308555	0.742662577	3.403038767	0.263004255	4.92734452	1.178132014	0.181209072	0.376638435	0.013291272	0.119902151	2.03773891	7.412126197
0.345932579	2.717652573	1.607055768	0.791828397	4.466895189	1.50694268	0.158997272	0.098139795	0.009513227	0.037531583	1.596248141	6.635767251
0.312456389	2.639370904	1.274016394	0.456587021	3.789425938	1.499642565	0.069366349	1.925441016	0.008140736	0.125354963	1.283900834	9.192829987
0.336625445	0.888821563	0.707239628	0.351039112	7.139758282	1.304289228	0.08027601	0.2075783	0.03034861	0.060409028	2.36546898	9.380468454
0.210176852	1.029129072	1.416898467	0.710954909	3.200419748	1.176473439	0.109386404	0.129969167	0.012481457	0.017655679	5.45967744	6.942177962
0.763681231	0.527542319	1.396797842	3.549964526	4.340552605	0.800465257	0.098903451	0.477728804	0.006513358	0.030031668	1.705596697	8.416411312
0.41664964	2.643600457	1.156970907	1.267128126	3.573887717	1.379889342	0.061770637	0.061960924	0.004547799	0.028440061	3.130588212	7.705450309
0.237433024	0.869509339	1.049424801	3.59511491	4.02762938	1.358688506	0.058808537	0.086158249	0.124013158	0.106751965	2.301370176	9.220981007
0.120955294	3.693953411	1.197148103	1.206812511	2.46369507	1.518897963	0.121932969	1.900974821	0.061685116	0.204027371	1.345422853	8.051511537
0.263822182	1.491559797	4.183247444	0.391395471	2.886848199	1.231228847	0.116582893	1.768669449	0.008118127	0.152250255	1.353468164	6.613382272
0.094316559	0.571637708	1.404915641	0.234579071	3.764502057	1.744773744	0.065363067	1.022774955	0.029844093	0.112493173	4.811294211	5.67619069
0.189871592	0.833072655	0.488981573	0.341104244	2.943931395	1.772371329	0.139863168	0.349080534	0.005289833	0.018844284	6.859944654	5.225137913
0.078374021	1.416355311	0.502613035	2.503929532	3.493734863	2.149043266	0.121280628	0.244981598	0.005840446	0.020745162	3.42428938	9.197594017
0.120752609	1.268413543	1.508820856	0.256708335	5.650213734	1.307277246	0.136518533	0.386329606	0.015818822	0.017158781	3.557022693	7.326804314
0.740021774	2.200214478	0.475208702	1.354239153	3.754133145	0.924088617	0.067137841	0.458241104	0.009335612	0.032745325	4.26481456	8.914506793
0.156995331	0.990618581	1.621325525	3.057841233	3.130220232	3.11553746	0.157347778	0.392376969	0.124530973	0.097664153	1.453813254	7.347159036
0.964448574	1.386727808	0.438924272	1.84587441	5.596684994	0.887035634	0.208253258	1.501165944	0.052503789	0.017878372	1.403361111	8.1122647
0.25166337	0.420030944	1.386738015	0.946841857	3.058606135	0.828035425	0.132508608	0.104574916	0.091364649	0.179668658	7.010167904	6.631921675
0.100564536	0.698883206	2.718023426	0.369281525	7.540147802	1.781049998	0.063679623	0.14046352	0.008936653	0.021730303	1.591388129	8.427551516
0.120628459	5.398044375	0.958693924	0.326787867	3.203806727	2.474829969	0.135920905	0.148950274	0.04580287	0.06831236	2.285400677	9.300406592
0.344313174	1.07332909	0.962917173	0.377590065	8.341922878	1.518034632	0.08221985	0.5066946	0.006391386	0.054395987	1.92259853	5.612086944
0.133949487	5.461801797	1.112197441	0.236909399	2.723474154	0.932913878	0.166447147	0.299851376	0.004391036	0.04695645	4.080585974	6.457960074
0.244131009	0.36177857	0.808259439	0.215940926	9.510878885	1.227213879	0.08376256	1.088427618	0.187194839	0.066058408	1.973332806	7.261319212
1.126290981	1.252066929	0.841298875	2.317608999	6.43063567	1.731084518	0.061040936	0.122874829	0.137352597	0.041031255	1.875679676	5.726636333
0.20156517	3.151465461	0.412149411	0.692608649	4.03219258	1.620204712	0.084114965	0.314903837	0.04022243	0.036515104	5.424495799	8.116515
0.097568192	1.630673098	3.094743361	0.579367818	3.121874825	1.476714912	0.073606851	0.313540847	0.200299016	0.210540554	5.514874262	6.228547524
0.108611621	3.8776689	1.610087103	2.854328692	3.914636894	0.883474645	0.07027771	0.073393766	0.007712638	0.186357885	2.774219561	8.124951202
1.21348767	3.822025111	1.213892056	1.983436492	5.219133185	1.03720926	0.152626736	0.281319287	0.017048499	0.03403303	1.46253732	5.959060728
0.088997212	0.66273098	5.032905334	2.526502965	3.695847592	1.949732593	0.086624743	0.768086111	0.013629596	0.030102135	1.880984655	7.978052202
0.367675613	0.345557054	0.956258319	0.362686395	4.241645062	3.521431163	0.180458472	1.974679597	0.005121468	0.021573098	4.763296193	6.555674283
0.772566003	0.722790672	0.538573475	1.389673337	5.177788488	1.722570416	0.173997655	0.289825165	0.03568974	0.066470328	5.94273271	8.810842118
0.216990228	2.840158292	1.560273949	1.693143516	3.117753173	1.284414645	0.139211221	1.047229886	0.010697402	0.148853171	5.035968153	7.113145499
0.499317306	5.679080198	0.671130795	0.198057057	5.358696815	1.274746856	0.299031297	0.486636942	0.089117684	0.078333901	2.471843551	8.559267167
0.447382999	2.255464116	0.496196519	3.397895104	4.028558655	2.934544617	0.146118296	0.553631629	0.139794961	0.025189878	2.69327577	6.482806364
0.287072103	0.530541799	2.029727274	1.042593448	3.048905093	1.31251918	0.246367556	1.145863689	0.007196515	0.246489557	7.526047099	5.822114938
0.263206261	2.557082454	1.242307411	1.687671826	5.365769748	0.96662402	0.182248746	0.662602562	0.216900334	0.037364803	4.319310757	7.374097811
0.115226136	5.529835588	1.127704031	0.481264893	5.413581271	2.769178789	0.240139993	0.093152087	0.01003363	0.038432104	1.82860775	6.424945525
0.243090991	1.455396802	0.800304039	0.224946998	9.408716085	2.802592206	0.241387318	0.099984771	0.031402777	0.239316335	2.256148836	5.984959822
0.515319728	1.529670255	1.226512295	1.770575711	4.139180869	4.461787239	0.148399157	1.351398689	0.129394807	0.041863681	2.492345319	7.45616157
0.243547258	2.263753593	0.52618401	0.257000713	10.9507736	0.997213045	0.325167274	0.427105616	0.128107942	0.067003913	1.722023534	6.883748034
0.153569328	1.73973831	0.579718894	2.020241245	6.135563075	3.270298862	0.234989316	1.579915305	0.01233488	0.054322735	2.185680503	5.280786979
0.128906705	0.622558782	0.412622039	0.620205412	4.006503649	3.338231364	0.075576211	1.073619575	0.025848249	0.129799811	7.553444613	8.51175412
0.118028545	1.236337072	1.514185419	0.448602758	5.104278729	0.951385358	0.081037794	0.177503865	0.125694478	0.033330085	8.331034627	9.357286142
0.853531255	0.483013795	0.816752425	4.434505027	7.080909371	1.102724905	0.116166604	0.14431837	0.173777833	0.126928339	3.078991765	8.287126896
0.537490288	0.469963574	0.477874926	2.559946707	5.415166355	2.851578221	0.247524952	1.969099692	0.031356349	0.131046093	3.744364998	6.532952362
0.187934749	0.461000735	0.86327516	0.185964825	5.087180338	1.508446321	0.253222915	0.081243277	0.018128317	0.024845093	10.0807101	9.164696627
0.541553896	1.182992331	2.253276339	0.168159574	8.679966242	1.332982715	0.226220415	1.245173752	0.058643786	0.258234661	2.906658259	6.993549621
0.097926951	0.881899941	0.748693486	1.504172058	8.293366268	1.33196585	0.136420283	0.526715428	0.008499249	0.05002276	5.321017155	5.017781531
0.902728565	0.451184092	4.797752686	1.421077694	5.021848241	1.863707482	0.392429412	1.54072063	0.010096877	0.230571069	2.29541466	9.22446345
0.180180919	1.28475225	0.512853024	6.040128769	6.347423692	2.080523317	0.217200546	0.496331251	0.134188039	0.115110965	2.226869999	6.272928198
0.248997944	0.420503101	0.712211068	4.051531705	6.786804781	1.741820853	0.252585782	3.329507385	0.00523422	0.308827113	1.834317848	8.604543639
0.192889108	0.992387423	6.462435392	0.19942048	5.860679486	3.400375162	0.271801022	0.601390203	0.051907228	0.091122771	1.598824545	5.46667225
0.495175336	0.631852855	4.091738547	1.411537321	6.590139936	3.399661048	0.286550307	0.679109227	0.026377396	0.153282026	2.138851998	7.664734542
0.207640136	1.813984777	0.536224123	0.716303288	7.609292731	1.43213928	0.210775774	0.27021966	0.006593793	0.080679071	7.290953976	9.280766895
0.882108626	0.616166523	4.353484917	0.295991253	6.92020533	1.454536117	0.111432757	1.199734379	0.015808062	0.19404351	4.244935051	6.507800356
0.801715863	0.340634975	2.796913582	0.536751406	12.91953468	1.399298797	0.3905944	0.077985793	0.013670018	0.150790723	1.739516667	8.62263839
0.875007212	0.513382144	6.335315978	1.180876526	4.936670962	1.461312601	0.467209262	3.764842719	0.009421463	0.194476783	1.634203844	5.977652471
0.971892324	0.356106883	1.380439268	0.396409815	4.468420691	2.585694892	0.340990993	0.817038586	0.10085256	0.090185301	10.11056593	6.606674882
0.190006561	0.880892031	0.849370111	3.094973008	5.867693462	4.894333258	0.113493662	0.134409336	0.014682846	0.192095138	5.585918752	8.259852917
1.522806469	1.422280681	0.755725661	1.424279799	9.093786239	4.352027428	0.180385077	1.175929017	0.02410437	0.120074563	2.109035129	5.811386647
1.072327	0.576074746	4.57385281	1.886493639	5.389060303	1.280243893	0.36725536	0.43597393	0.019864746	0.124648372	6.578910274	5.67678818
0.629879611	0.718901097	2.739506544	1.070167232	5.060584197	2.677536419	0.24620153	0.086063451	0.003774928	0.064742958	9.119836403	5.435207568
2.093232791	2.09905463	5.883009136	0.298619432	5.101862761	3.626519183	0.240371863	0.630317687	0.019281948	0.083641659	2.557922139	8.422081651
1.109332013	0.471031531	1.419399176	1.860301969	12.92944076	1.659308201	0.270118223	0.618486029	0.00388211	0.256333061	2.162333861	6.334564153
1.136553646	0.830458504	0.750421634	0.960502829	9.28790754	3.987427949	0.406173936	0.143558758	0.056124509	0.26876352	5.230730973	8.198457499
0.152600898	0.877853259	2.182546506	4.776296253	7.015999717	4.664309785	0.341209424	0.240538259	0.222326505	0.093416548	2.764490309	5.224682354
0.706674729	0.502788093	0.488174127	0.500790301	12.49133964	5.206928826	0.117333529	0.117656666	0.083771643	0.215209596	2.918447842	5.912215784
1.141661122	0.641441762	1.29325264	0.382920864	6.543243408	2.496250559	0.152768341	0.629347075	0.125469417	0.120875819	9.868031104	7.744864387
0.277561576	1.629000613	2.217190496	0.357049045	13.57022291	2.25840465	0.133815374	1.19923064	0.012400048	0.093620129	1.651173298	7.30476999
0.142787524	0.706059133	2.333335338	3.008542499	6.451811196	1.656759006	0.139171855	0.416925017	0.008296822	0.052590773	8.714572972	8.079102693
0.191441722	4.49840106	2.962712992	0.185829073	7.420905426	5.2085315	0.232507435	0.092448199	0.023433082	0.064561622	2.75894193	7.614901499
0.439638344	2.312949631	0.446015048	1.290649436	11.54928957	2.425543208	0.14417447	0.426850086	0.190310431	0.245153225	4.292079587	6.387475041
0.656636832	2.149482388	8.239508414	1.104598992	6.956415117	2.235941091	0.176193292	0.273532949	0.131333762	0.280335054	1.570095745	8.946681858
2.427248859	1.204001083	1.164406995	4.256205713	5.797423766	4.480299257	0.52859469	2.245964064	0.084828435	0.031563484	1.637763538	6.729466523
0.613589968	0.596994988	0.929085292	8.202788294	6.904062616	1.519105769	0.431932405	1.795062966	0.019785469	0.140754265	3.545940477	9.249917586
0.734499574	1.436095039	5.718734519	1.802176724	6.31563362	3.606173357	0.179694763	0.227632503	0.01287977	0.332830738	4.38933046	8.951180519
0.42022038	1.021494677	0.929777741	1.617274804	11.20453145	1.822526221	0.222950342	0.821732875	0.233335679	0.308981455	6.290361474	6.322948015
0.232676029	3.747875252	0.515307228	2.570909821	5.776074076	1.509173908	0.118823137	2.014482582	0.083234669	0.03440352	8.468157711	6.120235398
1.386697206	0.692076234	5.340126209	0.233995695	10.35377959	2.920488474	0.278962653	0.259694089	0.027612275	0.055078026	4.058785788	5.611609013
0.182873985	0.856652983	1.354323729	3.400061445	9.909191694	2.209611175	0.632913065	1.684511802	0.114681806	0.044345073	5.395840335	5.013035135
0.435378237	2.349260488	0.872546203	0.583517554	8.746436406	4.320010508	0.182789622	3.402050492	0.024812008	0.366075714	4.623188397	7.60116195
0.311647	0.654975729	6.828494103	1.239202164	8.046928898	4.586923744	0.590174024	0.248613679	0.010256569	0.043998281	3.441798228	6.304244902
2.308103172	4.969397467	1.326811537	0.56221656	6.571139113	4.771452059	0.374279524	0.223965555	0.086732019	0.148682953	4.911386399	6.538784702
0.196836942	0.44473777	1.447643367	1.535523909	12.72504837	3.155023679	0.334966075	0.162369541	0.248304901	0.033925352	6.128081943	9.301316704
1.478432533	0.320453764	0.671288291	3.983124759	5.324439339	3.490367823	0.179504707	1.368893263	0.136136169	0.069789189	9.491956774	7.262474506
0.87527817	0.37072391	3.232407075	2.210789105	8.262026784	1.484862261	0.291726238	0.205757224	0.01386255	0.087481117	9.638772324	8.134899282
2.095404	1.889705827	5.020289904	0.179746462	8.198447617	6.274653557	0.217908884	0.666920047	0.013295264	0.166457459	2.482725523	5.440804143
0.274404466	0.597112824	6.063476768	0.293253344	13.17515419	2.519143809	0.402890945	0.278757999	0.117400074	0.054399035	3.644819941	9.425634912
1.475956703	2.069722586	1.729108364	0.187958047	7.56879439	6.165630134	0.42191695	0.631244223	0.037833019	0.075553636	7.069051527	8.280186163
0.332798693	1.544094347	2.417030198	0.291618301	5.585999317	1.546481947	0.16717852	5.146713635	0.226412377	0.039115469	10.30099568	5.600146199
0.364321516	0.928222551	3.279035485	0.690802894	8.339670036	3.768810034	0.408362412	4.130670126	0.049220313	0.374112535	5.649951031	6.335251632
0.675730627	1.797158146	10.29937277	3.080082122	5.368276019	1.367604577	0.703170458	0.215435027	0.014072402	0.189116607	4.824402226	7.998416864
0.343875751	0.329864577	7.07269065	1.342317815	7.59466598	2.326132479	0.546657262	2.955040902	0.00384057	0.031337915	6.04932989	8.942756204
0.248636819	1.416347785	0.73831022	0.160910725	4.922726728	5.588647979	0.147640056	0.589087423	0.006733463	0.02607178	14.75473482	5.129668997
0.256361975	1.041188683	0.68150145	3.763254765	15.01678927	5.053494159	0.215323405	0.449152356	0.004092644	0.214810942	2.004338959	6.087157793
0.699017542	3.172002081	6.944416572	1.999790925	5.585254604	5.990004376	0.237217286	0.117325836	0.090584608	0.050438614	3.912428972	7.840001911
0.500323315	1.820218649	0.875452202	0.599852878	19.44547168	1.358129217	0.418660625	0.566706909	0.119532523	0.222746908	2.890097849	6.000906915
2.845101907	0.35412011	0.762353072	6.326604214	8.16799625	3.143455932	0.366159275	2.677539012	0.062127863	0.064466441	4.357168931	5.695218999
0.659209654	0.711537924	1.467198422	0.819514386	14.6529854	2.55025565	0.258226857	2.110280716	0.021334377	0.039526484	5.889626428	9.068123282
1.998798241	0.730714592	1.283947459	6.68782777	11.55112406	1.696475597	0.2109805	1.263429312	0.16111974	0.088942221	3.76481693	8.138446425
0.524987898	5.016980568	4.901326196	0.473660285	7.49110859	7.119140825	0.633162947	0.202188492	0.058443724	0.064856842	2.974300347	7.860204998
1.714041718	2.198994245	1.243334266	3.068691464	10.78820558	4.184810315	0.182816437	1.456714427	0.015044448	0.168978446	4.571244421	7.218793527
2.578035256	0.473198734	6.32026987	1.031207829	6.09899	2.664384084	0.613550643	0.492008447	0.108359668	0.387475895	9.012667655	8.100968119
0.299745581	0.698853068	1.830992715	0.327619493	17.6808625	1.682669411	0.839499081	3.406712875	0.01603739	0.046138862	3.061159289	8.898532293
0.451650079	2.851905689	1.493867772	4.353728717	7.603965473	3.141782269	0.23455371	0.286913714	0.004920027	0.066104005	9.776058621	7.275972
2.228362171	1.683078681	5.811306265	0.194405361	7.69202416	1.820169696	0.182768194	0.148584352	0.075741896	0.114925604	10.32658476	8.71954634
0.857967595	2.479975237	3.353040342	0.152990377	18.27187381	1.54302217	0.204520014	1.097937156	0.124117031	0.31369798	2.379712638	8.138627659
2.937108326	0.561189054	5.306219309	7.019514432	6.673498514	4.506187231	0.682470854	0.407027273	0.010974642	0.094288305	2.630027304	8.141673911
1.883862283	0.397226301	0.48404859	0.409722553	17.87423251	1.472026008	0.204633067	1.161578296	0.234524098	0.165987119	6.91656641	9.167853445
1.085060286	5.883034044	0.439545504	0.902674712	10.09934968	4.290879078	0.208924048	1.046766778	0.064144697	0.135650016	7.344457284	8.759368803
0.861126872	2.60624989	9.311344601	1.412537476	6.07939504	7.895258378	0.210664236	0.636321605	0.072944353	0.085231462	2.597666126	6.461994973
2.252931421	1.752829584	1.557780282	0.862454847	6.480809648	4.343576706	0.677954107	1.777522635	0.003944941	0.046455388	12.63244552	5.669605372
0.799237246	0.361759646	7.651575746	0.665684845	14.59549871	4.811038351	0.750192588	0.468228859	0.017408596	0.034234206	3.218165382	6.755364602
0.311613684	0.505186704	0.535109968	4.831124452	13.43628996	2.287142378	0.285990814	0.45873842	0.01626054	0.341310687	10.85673481	5.972070393
1.517700401	3.28593633	1.269666713	0.179540131	10.71007829	8.726447373	0.799577923	0.643164067	0.011853148	0.178121456	6.551684649	9.378913289
0.499159799	1.869072851	0.642575579	1.988077594	15.99994173	4.770712674	0.856505189	1.505992958	0.24448051	0.077715841	5.515310282	5.46361288
0.379026228	1.954577286	10.88492022	2.773738403	6.670081165	1.605157685	0.304071872	2.003807569	0.064295099	0.316067732	7.230967115	7.436978514
2.573287097	1.844337586	4.114576889	0.209863493	10.47483313	6.71418437	0.585779239	0.746474141	0.006899506	0.071900714	7.295013606	8.712389267
0.294666435	0.315377489	0.982542396	0.144197326	16.58853326	1.977724171	0.993951094	1.691662019	0.059888455	0.395612724	11.68131441	7.71454087
2.175015457	0.938360037	1.526350674	1.860062393	23.45185638	1.985796233	0.412692066	0.383229618	0.00530279	0.03032277	2.626307801	7.807118389
1.328184581	1.078289613	9.373494729	6.809148556	6.262015225	1.798505187	0.286391735	0.645322583	0.01206144	0.164806128	7.75893711	8.569965064
1.726152062	3.783718122	5.561406364	0.674328379	15.70198273	1.775261837	0.754901648	1.270411866	0.010906623	0.431427642	4.057011862	8.54688487
0.275772322	0.331785061	12.087874	0.172520084	9.039654778	6.063396508	1.074621426	0.195259051	0.00385285	0.185414355	6.620342191	7.049752825
3.504578647	2.025518732	0.545120543	10.31675112	12.76242358	1.921066046	0.353690324	2.508977356	0.031268008	0.396569043	1.930065892	5.089082684
2.143077537	1.95830184	0.880940898	0.181198107	21.89503651	3.921273789	0.611529096	0.501247899	0.160898451	0.283397024	4.196753419	5.472249128
1.488482462	1.157977757	9.003488525	3.616510488	7.265950759	6.684162439	1.191298919	0.116065966	0.092912959	0.059987995	6.062107533	6.221867124
5.058636879	0.877590818	0.756965318	4.198434341	13.4964834	8.457720303	0.421004341	0.78562196	0.008174834	0.506092236	2.279900106	5.430126485
1.378536106	1.301219073	0.598511504	0.137550399	11.78283875	2.617298853	0.456621284	0.167986189	0.145152074	0.481229795	17.80303277	6.199681379
1.017973358	1.833518805	2.220898294	0.634211997	22.52094956	4.484279443	0.390887506	0.160555018	0.089965393	0.315095457	3.443354776	8.346226226
1.804507781	4.687355001	5.587187532	0.923788535	8.656899854	4.503884654	0.581297805	0.307276637	0.038714319	0.05723011	10.05487335	9.462863305
0.617552914	0.643500258	0.753154736	2.174344302	7.937932626	3.103422967	0.603133971	7.234925291	0.048221644	0.088662167	14.55239575	6.581076202
0.527060694	1.950658484	1.902023105	0.550856614	18.74389591	3.37937602	1.084621293	4.412998323	0.011180229	0.121684031	5.733496943	6.489575761
2.661755913	6.098341192	3.713343782	0.184838361	7.847759567	2.020144665	0.572057536	0.449705782	0.008703336	0.039394292	15.07894394	8.332795622
0.995332886	7.130502924	2.352247582	4.693738994	14.60008765	4.223351431	1.164323579	0.214844305	0.003321167	0.159425629	3.226739211	7.534174302
1.810821433	1.300374246	6.485338888	0.917938491	23.09508549	1.932415987	0.276538031	0.246360731	0.005958083	0.44178554	2.851263229	9.315140166
4.48699982	6.329287868	0.565393011	3.097015179	9.48388176	9.831829302	0.897242484	0.747006494	0.032332712	0.359823521	3.757606242	9.213659066
0.307151316	5.726724722	1.61776873	0.163375186	16.81773853	3.601120416	0.898783081	1.056358272	0.168528313	0.159457641	9.20799755	6.637419863
0.522322873	1.407425536	1.425864133	0.151871088	23.23233204	5.094120713	0.441924023	0.783379287	0.006267831	0.431130107	6.307854402	5.651741964
0.941663612	1.900654392	1.793061894	0.214010129	17.00774045	4.217997944	0.929596068	0.27297244	0.047421773	0.059374563	12.53437566	5.320494715
1.586395656	5.746164847	0.435833533	11.54545731	13.04276712	2.684183524	0.972734231	0.613639477	0.151104749	0.394145501	2.85531665	5.866551042
1.400697226	0.799405831	2.985446322	6.242349531	11.41406955	5.458621533	1.022480043	2.125848744	0.215005435	0.403162647	7.980203976	8.009320355
2.588721879	5.793584833	1.444570112	4.801427905	11.05830908	2.040990114	0.358539982	1.104885821	0.123185733	0.143884879	10.93695934	7.023946094
2.888831063	4.774021568	1.323358467	0.467044468	24.6395556	2.579418341	0.367360472	0.472116693	0.033967105	0.400418204	2.887292128	6.729427929
4.383524388	3.051929278	1.423583038	0.955243509	22.79070062	3.272514554	0.320405641	1.834866783	0.008156409	0.033917714	2.821905543	8.238531027
1.706768878	0.540626864	15.29276935	0.15265725	9.368053798	9.690112334	0.306704624	1.659054662	0.005371591	0.065539735	2.114131754	5.990415092
0.6018214	0.699470322	12.55837999	0.198296023	9.123531309	5.984861368	1.238183875	2.775321842	0.01751641	0.121021539	8.30983185	8.347600943
1.533508399	5.514786027	4.363450465	0.925650718	14.05673322	4.176929228	0.530763791	0.15774899	0.127839775	0.048400331	10.26478737	5.579227769
1.661938943	3.446413893	5.056969951	0.680636106	15.37958846	3.653375775	0.874611999	0.288515923	0.008527536	0.3179082	10.54103596	9.328518388
0.918293223	6.132038364	0.801355157	0.273718184	20.47280099	5.620354145	0.57343902	2.909303447	0.01230579	0.095495289	4.732777436	9.22165227
2.993551699	0.929633807	2.381048684	3.794359314	23.4515033	5.235162865	0.580401939	0.838285747	0.078368778	0.074794067	2.263183036	5.311139219
2.007859725	2.644566886	1.909599927	0.245816368	18.33181386	6.268668161	0.883895671	1.628077268	0.099945339	0.161127377	8.823338704	8.848644262
0.548159404	5.221091507	1.079132253	1.011705985	28.71200761	2.843706207	1.018701288	0.357987539	0.161065708	0.050480283	2.64376971	7.954893789
1.862691855	5.888667817	1.362900626	0.829123689	16.4646285	10.50219317	1.778248153	0.588166635	0.037245079	0.097747514	6.086455982	5.638041071
5.294017647	3.340040241	1.235919741	0.297867389	12.76957274	5.122457138	0.379244035	6.738657594	0.016662573	0.075385568	10.34801401	9.205393004
